PAU8,YAL068C
RIBOSOME BIOSYNTHESIS PROTEIN KRE33,YNL132W
RRA1,YNL132W
MOM22,YNL131W
MAS22,YNL131W
MAS17,YNL131W
DIACYLGLYCEROL CHOLINEPHOSPHOTRANSFERASE,YNL130C
RIBOSYLNICOTINAMIDE KINASE,YNL129W
"PUTATIVE PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE 3-PHOSPHATASE",YNL128W
MCH3,YNL125C
RNA-BINDING SNORNP ASSEMBLY PROTEIN,YNL124W
YNM3,YNL123W
PROTEIN CHANNEL TOM70,YNL121C
OMP1,YNL121C
MOM72,YNL121C
MAS70,YNL121C
TUC2,YNL119W
DECAPPING ENZYME COMPLEX CATALYTIC SUBUNIT,YNL118C
PSU1,YNL118C
MALATE SYNTHASE MLS1,YNL117W
UBIQUITIN-CONJUGATING PROTEIN DMA2,YNL116W
CHF2,YNL116W
DNA-DIRECTED RNA POLYMERASE CORE SUBUNIT RPC19,YNL113W
AC19,YNL113W
DEAD-BOX ATP-DEPENDENT RNA HELICASE DBP2,YNL112W
RRNA-BINDING RIBOSOME BIOSYNTHESIS PROTEIN NOP15,YNL110C
HUF,YNL108C
PHOSPHATIDYLINOSITOL-3-/PHOSPHOINOSITIDE 5-PHOSPHATASE INP52,YNL106C
SJL2,YNL106C
2-ISOPROPYLMALATE SYNTHASE LEU4,YNL104C
DNA-DIRECTED DNA POLYMERASE ALPHA CATALYTIC SUBUNIT POL1,YNL102W
HPR3,YNL102W
CRT5,YNL102W
CDC17,YNL102W
AIM37,YNL100W
MCS27,YNL100W
PUTATIVE TYROSINE PROTEIN PHOSPHATASE OCA1,YNL099C
RAS FAMILY GTPASE RAS2,YNL098C
TSL7,YNL098C
GLC5,YNL098C
CYR3,YNL098C
CTN5,YNL098C
YNL097C-A,YNL097C-B
ES7,"YNL096C,YOR096W"
RIBOSOMAL 40S SUBUNIT PROTEIN S7B,YNL096C
S7E,"YNL096C,YOR096W"
RP30,"YNL096C,YOR096W"
S7B,"YHR203C,YNL096C"
PHOSPHATIDATE PHOSPHATASE APP1,YNL094W
RAB FAMILY GTPASE YPT53,YNL093W
RHO FAMILY GTPASE RHO2,YNL090W
DNA TOPOISOMERASE 2,YNL088W
TRF3,YNL088W
TOR3,YNL088W
TRICALBIN,"YNL087W,YOR086C"
CA(2+)-BINDING ATP:ADP ANTIPORTER SAL1,YNL083W
ATP-BINDING MISMATCH REPAIR PROTEIN,YNL082W
PUTATIVE MITOCHONDRIAL 37S RIBOSOMAL PROTEIN SWS2,YNL081C
TROPOMYOSIN TPM1,YNL079C
JIP1,YNL078W
LYS80,YNL076W
SNORNA-BINDING RRNA-PROCESSING PROTEIN IMP4,YNL075W
YMK1,YNL074C
LYSINE--TRNA LIGASE MSK1,YNL073W
RIBONUCLEASE H2 CATALYTIC SUBUNIT RNH201,YNL072W
RNH2A,YNL072W
RNH35,YNL072W
DIHYDROLIPOYLLYSINE-RESIDUE ACETYLTRANSFERASE,YNL071W
PDA2,YNL071W
ODP2,YNL071W
YOK22,YNL070W
MOM7,YNL070W
UL13,"YIL133C,YNL069C"
RIBOSOMAL 60S SUBUNIT PROTEIN L16B,YNL069C
L13,"YIL133C,YNL069C"
RP23,"YNL069C,YNL069C"
YL15,"YIL133C,YNL069C"
L21B,"YNL069C,YPL079W"
L16B,"YNL069C,YPR102C"
FORKHEAD FAMILY TRANSCRIPTION FACTOR FKH2,YNL068C
YNL067W-B,YNL067W-A
YNL067W-A,YNL067W-B
US4,"YNL067W,YPL081W"
UL6,"YGL147C,YNL067W"
RIBOSOMAL 60S SUBUNIT PROTEIN L9B,YNL067W
L6,"YGL147C,YNL067W"
RP24,"YGL147C,YNL067W"
YL11,"YGL147C,YNL067W"
L9B,YNL067W
PUTATIVE GLUCOSIDASE SUN4,YNL066W
SCW3,YNL066W
MAB3,YNL064C
TYPE I HSP40 CO-CHAPERONE YDJ1,YNL064C
HSP40,YNL064C
MAS5,YNL064C
TRNA 1-METHYLADENOSINE METHYLTRANSFERASE SUBUNIT GCD10,YNL062C
TRM6,YNL062C
RRNA (CYTOSINE-C5-)-METHYLTRANSFERASE NOP2,YNL061W
YNA1,YNL061W
PORIN POR1,YNL055C
VDAC,YNL055C
YVDAC1,YNL055C
OMP2,YNL055C
TYROSINE/SERINE/THREONINE PROTEIN PHOSPHATASE MSG5,YNL053W
CYTOCHROME C OXIDASE SUBUNIT VA,YNL052W
GOLGI TRANSPORT COMPLEX SUBUNIT COG5,YNL051W
COD4,YNL051W
API4,YNL051W
COPII SUBUNIT SFB2,YNL049C
"ALPHA-1,2-MANNOSYLTRANSFERASE ALG11",YNL048W
"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE-BINDING PROTEIN","YIL105C,YNL047C"
LIT1,YNL047C
BIFUNCTIONAL AMINOPEPTIDASE/EPOXIDE HYDROLASE,YNL045W
GOLGI TRANSPORT COMPLEX SUBUNIT COG6,YNL041C
SEC37,YNL041C
COD2,YNL041C
PUTATIVE ALANINE--TRNA LIGASE,YNL040W
TRANSCRIPTION FACTOR TFIIIB SUBUNIT BDP1,YNL039W
TFIIIB90,YNL039W
"B""",YNL039W
TFC5,YNL039W
PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE GPI15,YNL038W
ISOCITRATE DEHYDROGENASE (NAD(+)) IDH1,YNL037C
CARBONATE DEHYDRATASE NCE103,YNL036W
NCE3,YNL036W
PUTATIVE TYROSINE PROTEIN PHOSPHATASE SIW14,YNL032W
OCA3,YNL032W
HISTONE H3,"YBR010W,YNL031C"
HISTONE H4,"YBR009C,YNL030W"
PUTATIVE MANNOSYLTRANSFERASE,"YBR199W,YIL085C,YNL029C,YPL053C"
DNA-BINDING TRANSCRIPTION FACTOR CRZ1,YNL027W
TCN1,YNL027W
HAL8,YNL027W
SAM COMPLEX SUBUNIT SAM50,YNL026W
TOB55,YNL026W
OMP85,YNL026W
CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE REGULATOR SSN8,YNL025C
CNC1,YNL025C
CYCC,YNL025C
RYE2,YNL025C
UME3,YNL025C
SRB11,YNL025C
NUT9,YNL025C
GIG3,YNL025C
RRP2,NME1
PUTATIVE PROTEIN-LYSINE N-METHYLTRANSFERASE,YNL024C
RRNA (CYTOSINE-C5-)-METHYLTRANSFERASE RCM1,YNL022C
HISTONE DEACETYLASE HDA1,YNL021W
SERINE/THREONINE PROTEIN KINASE ARK1,YNL020C
IB2,YNL015W
I2B,YNL015W
ZRG7,YNL014W
PUTATIVE PHOSPHORIC MONOESTER HYDROLASE,YNL010W
ISOCITRATE DEHYDROGENASE (NADP(+)) IDP3,YNL009W
PUTATIVE UBIQUITIN-PROTEIN LIGASE ASI3,YNL008C
TYPE II HSP40 CO-CHAPERONE SIS1,YNL007C
TOR COMPLEX SUBUNIT LST8,YNL006W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML2,YNL005C
YML2,YNL005C
MRPL2,YNL005C
MRNA-BINDING PROTEIN,YNL004W
TOM34,YNL004W
SAM5,YNL003C
RPL7,YNL002C
RIBOSOME DISSOCIATION FACTOR DOM34,YNL001W
CITRATE (SI)-SYNTHASE CIT1,YNR001C
LYS6,YNR001C
CS1,YNR001C
PUTATIVE AMMONIUM PERMEASE ATO2,YNR002C
FUN34,YNR002C
DNA-DIRECTED RNA POLYMERASE III SUBUNIT C34,YNR003C
C34,YNR003C
ESCRT-0 SUBUNIT PROTEIN VPS27,YNR006W
DID7,YNR006W
VPT27,YNR006W
VPL23,YNR006W
SSV17,YNR006W
GRD11,YNR006W
AUT1,YNR007C
APG3,YNR007C
PHOSPHOLIPID:DIACYLGLYCEROL ACYLTRANSFERASE,YNR008W
MED9,YNR010W
DEAH-BOX RNA-DEPENDENT ATPASE PRP2,YNR011C
RNA2,YNR011C
URIDINE KINASE URK1,YNR012W
DUS2,YNR015W
ACETYL-COA CARBOXYLASE ACC1,YNR016C
MTR7,YNR016C
FAS3,YNR016C
ABP2,YNR016C
PROTEIN TRANSPORTER TIM23,YNR017W
MAS6,YNR017W
MPI3,YNR017W
MIM23,YNR017W
AIM38,YNR018W
STEROL ACYLTRANSFERASE,"YCR048W,YNR019W"
SAT1,"YDR524C,YNR019W"
PUTATIVE METALLOPROTEASE,YNR020C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN MRPL50,YNR022C
SWP73,YNR023W
SAR FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR SEC12,YNR026C
SED2,YNR026C
PUTATIVE PYRIDOXAL KINASE BUD17,YNR027W
PEPTIDYLPROLYL ISOMERASE FAMILY PROTEIN CPR8,YNR028W
"DOLICHYL-P-MAN:MAN(7)GLCNAC(2)-PP-DOLICHOL ALPHA-1,6-MANNOSYLTRANSFERASE",YNR030W
ECM39,YNR030W
MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE SSK2,YNR031C
PUTATIVE SERINE/THREONINE-PROTEIN KINASE PPG1,YNR032W
UBIQUITIN-LIKE PROTEIN HUB1,YNR032C-A
4-AMINO-4-DEOXYCHORISMATE SYNTHASE,YNR033W
END9,YNR035C
PUTATIVE MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRPS12,YNR036C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM19,YNR037C
PUTATIVE ATP-DEPENDENT RNA HELICASE DBP6,YNR038W
ZN(2+) TRANSPORTER ZRG17,YNR039C
4-HYDROXYBENZOATE OCTAPRENYLTRANSFERASE,YNR041C
DIPHOSPHOMEVALONATE DECARBOXYLASE MVD1,YNR043W
ERG19,YNR043W
RNA METHYLATION PROTEIN TRM112,YNR046W
SERINE/THREONINE PROTEIN KINASE FPK1,YNR047W
PUTATIVE AMINOPHOSPHOLIPID TRANSLOCASE REGULATORY PROTEIN,YNR048W
"SACCHAROPINE DEHYDROGENASE (NADP+, L-GLUTAMATE-FORMING)",YNR050C
LYS13,YNR050C
CCR4-NOT CORE DEDD FAMILY RNASE SUBUNIT POP2,YNR052C
CAF1,YNR052C
PUTATIVE GTPASE NOG2,YNR053C
NUG2,YNR053C
RNA-BINDING ATPASE ACTIVATOR ESF2,YNR054C
ABT1,YNR054C
DETHIOBIOTIN SYNTHASE,YNR057C
ADENOSYLMETHIONINE-8-AMINO-7-OXONONANOATE TRANSAMINASE,YNR058W
"PUTATIVE ALPHA-1,3-MANNOSYLTRANSFERASE",YNR059W
FERRIC-CHELATE REDUCTASE,"YNR060W,YOR381W"
EPOXIDE HYDROLASE,YNR064C
YSN1,YNR065C
"ENDO-1,3(4)-BETA-GLUCANASE",YNR067C
ENG1,YNR067C
BUL3,"YNR068C,YNR069C"
ATP-BINDING CASSETTE MULTIDRUG TRANSPORTER PDR18,YNR070W
ALDOSE 1-EPIMERASE SUPERFAMILY PROTEIN,"YHR210C,YNR071C"
HLT4,YNR072W
HEXOSE TRANSPORTER HXT17,YNR072W
PUTATIVE MANNITOL DEHYDROGENASE,YNR073C
SERIPAUPERIN PAU6,YNR076W
SULFURIC ESTER HYDROLASE,YOL164W
SERIPAUPERIN PAU20,YOL161C
ARN4,YOL158C
"OLIGO-1,6-GLUCOSIDASE IMA2",YOL157C
HEXOSE TRANSPORTER HXT11,YOL156W
LGT3,YOL156W
MANNOPROTEIN,YOL155C
METHYLGLYOXAL REDUCTASE (NADPH-DEPENDENT) GRE2,YOL151W
MRT2,YOL149W
ADA5,YOL148C
PMP27,YOL147C
PMP24,YOL147C
DNA REPLICATION PROTEIN PSF3,YOL146W
CDP1,YOL145C
LUMAZINE SYNTHASE RIB4,YOL143C
EXOSOME NON-CATALYTIC CORE SUBUNIT RRP40,YOL142W
MTR14,YOL142W
TRNA METHYLTRANSFERASE PPM2,YOL141W
TYW4,YOL141W
ACETYLORNITHINE TRANSAMINASE,YOL140W
TRANSLATION INITIATION FACTOR EIF4E,YOL139C
EIF4E,YOL139C
TIF45,YOL139C
SEA2,YOL138C
6-PHOSPHOFRUCTO-2-KINASE,YOL136C
PFK-2,"YIL107C,YOL136C"
MEDIATOR COMPLEX SUBUNIT MED7,YOL135C
SCF UBIQUITIN LIGASE COMPLEX SUBUNIT HRT1,YOL133W
HRT2,YOL133W
ROC1,"YBR083W,YOL133W"
RBX1,YOL133W
MG(2+) TRANSPORTER ALR1,YOL130W
SERINE/THREONINE PROTEIN KINASE YGK3,YOL128C
UL23,YOL127W
RIBOSOMAL 60S SUBUNIT PROTEIN L25,YOL127W
L23,YOL127W
RPL6L,YOL127W
YL25,YOL127W
L25,YOL127W
MALATE DEHYDROGENASE MDH2,YOL126C
TRNA:M4X MODIFICATION ENZYME,YOL125W
TRNA (GUANINE-N2-)-METHYLTRANSFERASE,YOL124C
NAB5,YOL123W
NAB4,YOL123W
DIVALENT METAL ION TRANSPORTER SMF1,YOL122C
SBS1,YOL122C
RIBOSOMAL 40S SUBUNIT PROTEIN S19A,YOL121C
RP55A,YOL121C
YS16A,YOL121C
S19A,YOL121C
S16AA,YOL121C
RIBOSOMAL 60S SUBUNIT PROTEIN L18A,YOL120C
RP28A,"YOL120C,YOL120C"
CSN10,YOL117W
PHD2,YOL116W
MSS10,YOL116W
HRB382,YOL116W
FUP1,YOL116W
NON-CANONICAL POLY(A) POLYMERASE PAP2,YOL115W
TRF4,YOL115W
PUTATIVE SERINE/THREONINE PROTEIN KINASE SKM1,YOL113W
RAB GTPASE-ACTIVATING PROTEIN MSB4,YOL112W
GET5,YOL111C
TMA24,YOL111C
ERF4,YOL110W
TAM1,"YER175C,YOL104C"
MYO-INOSITOL TRANSPORTER ITR2,YOL103W
HRB612,YOL103W
TRNA 2'-PHOSPHOTRANSFERASE,YOL102C
SERINE/THREONINE PROTEIN KINASE PKH2,YOL100W
TRYPTOPHAN--TRNA LIGASE WRS1,YOL097C
HRE342,YOL097C
HEXAPRENYLDIHYDROXYBENZOATE METHYLTRANSFERASE,YOL096C
ATP-DEPENDENT 3'-5' DNA HELICASE,"YDR291W,YOL095C"
REPLICATION FACTOR C SUBUNIT 4,YOL094C
TRNA (GUANINE(9)-N(1))-METHYLTRANSFERASE,YOL093W
CATIONIC AMINO ACID TRANSPORTER,"YBR147W,YOL092W"
MPC70,YOL091W
MISMATCH REPAIR ATPASE MSH2,YOL090W
PMS5,YOL090W
PROTEIN DISULFIDE ISOMERASE MPD2,YOL088C
ALCOHOL DEHYDROGENASE ADH1,YOL086C
ADC1,YOL086C
ATG19-B,YOL083W
CVT19,YOL082W
RAS GTPASE ACTIVATING PROTEIN IRA2,YOL081W
GLC4,YOL081W
PUTATIVE 3'-5' EXONUCLEASE,YOL080C
F1F0 ATP SYNTHASE SUBUNIT K,YOL077W-A
NAA25,YOL076W
DEC1,YOL076W
BUD29,YOL072W
EMI5,YOL071W
SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR SDH5,YOL071W
KINETOCHORE-ASSOCIATED NDC80 COMPLEX SUBUNIT NUF2,YOL069W
HISTONE DEACETYLASE HST1,YOL068C
BIFUNCTIONAL DRAP DEAMINASE/TRNA PSEUDOURIDINE SYNTHASE RIB2,YOL066C
PUS8,YOL066C
PHOSPHOINOSITIDE 5-PHOSPHATASE INP54,YOL065C
"3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE",YOL064C
HAL2,YOL064C
HUS1,YOL063C
AMP1,YOL062C
RIBOSE PHOSPHATE DIPHOSPHOKINASE SUBUNIT PRS5,YOL061W
GLYCEROL-3-PHOSPHATE DEHYDROGENASE (NAD(+)) GPD2,YOL059W
GPD3,YOL059W
ARGININOSUCCINATE SYNTHASE,YOL058W
ARG10,YOL058W
DIPEPTIDYL-PEPTIDASE III,YOL057W
PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN GPM3,YOL056W
TRIFUNCTIONAL HYDROXYMETHYLPYRIMIDINE KINASE/PHOSPHOMETHYLPYRIMIDINE KINASE/THIAMINASE,YOL055C
UBIQUITIN-PROTEIN LIGASE PSH1,YOL054W
YOL053C-A,YOL052C-A
DDRA2,YOL052C-A
ADENOSYLMETHIONINE DECARBOXYLASE SPE2,YOL052C
MED15,YOL051W
ABE1,YOL051W
SPT13,YOL051W
SDS4,YOL051W
RAR3,YOL051W
GLUTATHIONE SYNTHASE,YOL049W
SERINE/THREONINE PROTEIN KINASE PSK2,YOL045W
PAS21,YOL044W
BIFUNCTIONAL N-GLYCOSYLASE/AP LYASE NTG2,YOL043C
SCR2,YOL043C
US19,YOL040C
RIBOSOMAL 40S SUBUNIT PROTEIN S15,YOL040C
S19,YOL040C
RP52,YOL040C
S21,YOL040C
S15,"YDR064W,YOL040C"
RPS21,YOL040C
P2A,YOL039W
RIBOSOMAL PROTEIN P2A,YOL039W
RPLA2,YOL039W
RPL44,YOL039W
PROTEASOME CORE PARTICLE SUBUNIT ALPHA 4,YOL038W
DNA REPAIR ATPASE SMC5,YOL034W
GLUTAMATE--TRNA LIGASE MSE1,YOL033W
RIBOSOME-BINDING PROTEIN MDM38,YOL027C
MKH1,YOL027C
TOM13,YOL026C
ECM36,YOL025W
TRANSLATION INITIATION FACTOR 2,YOL023W
EXOSOME CATALYTIC SUBUNIT DIS3,YOL021C
MTR17,YOL021C
RRP44,YOL021C
AROMATIC AMINO ACID TRANSMEMBRANE TRANSPORTER TAT2,YOL020W
TAP2,YOL020W
SCM2,YOL020W
SAB2,YOL020W
LTG3,YOL020W
TOS7,YOL019W
CALMODULIN-DEPENDENT PROTEIN KINASE CMK2,YOL016C
YOL013W-A,YOL013W-B
YOL013W-B,YOL013W-A
E3 UBIQUITIN-PROTEIN LIGASE HRD1,YOL013C
DER3,YOL013C
HISTONE H2AZ,YOL012C
H2AZ,YOL012C
H2A.F/Z,YOL012C
HTA3,YOL012C
RRNA-PROCESSING ENDORIBONUCLEASE,YOL010W
ERMES COMPLEX SUBUNIT MDM12,YOL009C
UBIQUINONE-BINDING PROTEIN COQ10,YOL008W
DNA TOPOISOMERASE 1,YOL006C
MAK17,YOL006C
MAK1,YOL006C
DNA-DIRECTED RNA POLYMERASE II CORE SUBUNIT RPB11,YOL005C
B12.5,YOL005C
TRANSCRIPTIONAL REGULATOR SIN3,YOL004W
UME4,YOL004W
SDS16,YOL004W
SDI1,YOL004W
RPD1,YOL004W
GAM2,YOL004W
CPE1,YOL004W
PALMITOYLTRANSFERASE PFA4,YOL003C
PAQR-TYPE RECEPTOR,"YDR492W,YOL002C"
PHO36,YOL002C
PHOR,YOL001W
VAC5,YOL001W
TUP7,YOL001W
AGS3,YOL001W
EXOSOME NUCLEASE SUBUNIT RRP6,YOR001W
"DOLICHYL-P-GLC:MAN(9)GLCNAC(2)-PP-DOLICHOL ALPHA-1,3-GLUCOSYLTRANSFERASE",YOR002W
PUTATIVE SUBTILISIN-LIKE PROTEASE YSP3,YOR003W
RRNA-BINDING RIBOSOME BIOSYNTHESIS PROTEIN UTP23,YOR004W
DNA LIGASE (ATP) DNL4,YOR005C
LIG4,YOR005C
WSC1,YOR008C
HCS77,YOR008C
PUTATIVE GPI-ANCHORED MANNOPROTEIN,YOR010C
SRP2,YOR010C
ATP-BINDING CASSETTE STEROL TRANSPORTER AUS1,YOR011W
PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT RTS1,YOR014W
SCS1,"YDR062W,YDR123C,YOR014W"
ART4,YOR018W
CPN10,YOR020C
PROTEIN-ARGININE N-METHYLTRANSFERASE SFM1,YOR021C
IRC12,YOR024W
NAD-DEPENDENT HISTONE DEACETYLASE HST3,YOR025W
PAC9,YOR026W
HSP90 COCHAPERONE STI1,YOR027W
YAP4,YOR028C
HAL6,YOR028C
ZRG12,YOR030W
ECM41,YOR030W
RAD2 FAMILY NUCLEASE EXO1,YOR033C
DHS1,YOR033C
PUTATIVE PALMITOYLTRANSFERASE AKR2,YOR034C
SNAP RECEPTOR PEP12,YOR036W
VPT13,YOR036W
VPS6,YOR036W
VPL6,YOR036W
SPT1,YOR038C
CASEIN KINASE 2 REGULATORY SUBUNIT CKB2,YOR039W
HYDROXYACYLGLUTATHIONE HYDROLASE GLO4,YOR040W
UBIQUITIN-BINDING PROTEIN CUE5,YOR042W
SRF5,YOR041C
MOM8B,YOR045W
ISP6,YOR045W
ATP-DEPENDENT RNA HELICASE DBP5,YOR046C
RAT8,YOR046C
SFS3,YOR047C
MSN3,YOR047C
SSRNA EXONUCLEASE RAT1,YOR048C
XRN2,YOR048C
TAP1,"YBR069C,YOR048C"
HKE1,YOR048C
PHOSPHOLIPID-TRANSLOCATING ATPASE RSB1,YOR049C
YOR29-01,YOR050C
NRO1,YOR051C
YOR29-02,YOR051C
YOR29-03,YOR052C
YOR29-04,YOR053W
YOR29-06,YOR055W
PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASE COMPLEX SUBUNIT VHS3,YOR054C
YOR29-05,YOR054C
RRNA-BINDING ENDORIBONUCLEASE,YOR056C
YOR29-07,YOR056C
CO-CHAPERONE SGT1,YOR057W
YOR29-08,YOR057W
YOR29-09,YOR058C
YOR29-10,YOR059C
YOR29-11,YOR060C
CASEIN KINASE 2 CATALYTIC SUBUNIT CKA2,YOR061W
YOR29-12,YOR061W
YOR29-13,YOR062C
UL3,YOR063W
RIBOSOMAL 60S SUBUNIT PROTEIN L3,YOR063W
RP1,YOR063W
YL1,YOR063W
L3,YOR063W
YOR29-14,YOR063W
TCM1,YOR063W
MAK8,YOR063W
YOR29-15,YOR064C
UBIQUINOL--CYTOCHROME-C REDUCTASE CATALYTIC SUBUNIT CYT1,YOR065W
YOR29-16,YOR065W
CTC1,YOR065W
YOR29-17,YOR066W
"DOLICHYL-P-GLC:GLC1MAN(9)GLCNAC(2)-PP-DOLICHOL ALPHA-1,3-GLUCOSYLTRANSFERASE",YOR067C
YOR29-18,YOR067C
SORTING NEXIN 1,YOR069W
YOR29-20,YOR069W
VPT5,YOR069W
PEP10,YOR069W
GRD2,YOR069W
YOR29-19,YOR068C
YOR29-21,YOR070C
NICOTINAMIDE RIBOSIDE TRANSPORTER,YOR071C
THI71,YOR071C
YOR29-22,YOR071C
YOR29-23,YOR072W
YOR29-24,YOR073W
THYMIDYLATE SYNTHASE,YOR074C
YOR29-25,YOR074C
TMP1,YOR074C
CRT9,YOR074C
YOR29-26,YOR075W
YOR29-27,YOR076C
YOR29-28,YOR077W
YOR29-29,YOR078W
UTP16,YOR078W
MN(2+) TRANSPORTER ATX2,YOR079C
YOR29-30,YOR079C
DNA-BINDING SCF UBIQUITIN LIGASE SUBUNIT DIA2,YOR080W
YOR29-31,YOR080W
STC2,YOR081C
TRANSCRIPTIONAL REPRESSOR WHI5,YOR083W
TRIGLYCERIDE LIPASE,"YDR058C,YOR084W"
DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOTRANSFERASE OST3,YOR085W
TRPY1,YOR087W
YOR088W,YOR087W
RAB FAMILY GTPASE VPS21,YOR089C
YPT51,YOR089C
YPT21,YOR089C
VPT12,YOR089C
VPS12,YOR089C
TYPE 2C PROTEIN PHOSPHATASE PTC5,YOR090C
PPP1,YOR090C
RBF46,YOR091W
PUTATIVE ATPASE ECM3,YOR092W
YOR3165W,YOR092W
ARF FAMILY GTPASE ARF3,YOR094W
ARL2,YOR094W
RIBOSE-5-PHOSPHATE ISOMERASE RKI1,YOR095C
RIBOSOMAL 40S SUBUNIT PROTEIN S7A,YOR096W
RPS30,YOR096W
FG-NUCLEOPORIN NUP1,YOR098C
"ALPHA-1,2-MANNOSYLTRANSFERASE KTR1",YOR099W
CARNITINE:ACYL CARNITINE ANTIPORTER,YOR100C
RAS FAMILY GTPASE RAS1,YOR101W
SNAP RECEPTOR VAM3,YOR106W
GTPASE-ACTIVATING PROTEIN RGS2,YOR107W
2-ISOPROPYLMALATE SYNTHASE LEU9,YOR108W
PHOSPHATIDYLINOSITOL-3-/PHOSPHOINOSITIDE 5-PHOSPHATASE INP53,YOR109W
SOP2,"YBL106C,YOR109W"
SJL3,YOR109W
TRANSCRIPTION FACTOR TFIIIC SUBUNIT TFC7,YOR110W
TAU 55,YOR110W
DNA-DIRECTED RNA POLYMERASE III CORE SUBUNIT RPO31,YOR116C
C160,YOR116C
RPC160,YOR116C
RPC1,YOR116C
PROTEASOME REGULATORY PARTICLE BASE SUBUNIT RPT5,YOR117W
YTA1,YOR117W
PROTEIN KINASE RIO1,YOR119C
RRP10,YOR119C
GLYCEROL 2-DEHYDROGENASE (NADP(+)) GCY1,YOR120W
GCY,YOR120W
PROFILIN,YOR122C
CLS5,YOR122C
PRF1,YOR122C
UBIQUITIN-SPECIFIC PROTEASE UBP2,YOR124C
PUTATIVE MONOOXYGENASE CAT5,YOR125C
COQ7,YOR125C
ISOAMYL ACETATE-HYDROLYZING ESTERASE,YOR126C
THE1,YOR127W
DBM1,YOR127W
PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE ADE2,YOR128C
ARG11,YOR130C
PUTATIVE HALOACID DEHALOGENASE-LIKE HYDROLASE,YOR131C
RETROMER SUBUNIT VPS17,YOR132W
VPT3,YOR132W
PEP21,YOR132W
ELONGATION FACTOR 2,"YDR385W,YOR133W"
ISOCITRATE DEHYDROGENASE (NAD(+)) IDH2,YOR136W
SUCCINATE--COA LIGASE (GDP-FORMING) SUBUNIT ALPHA,YOR142W
THIAMINE DIPHOSPHOKINASE,YOR143C
RTT110,YOR144C
RRP20,YOR145C
DIM2,"YIR006C,YOR145C"
"GLYCOSYLPHOSPHATIDYLINOSITOL-ALPHA 1,2 MANNOSYLTRANSFERASE",YOR149C
SAP2,YOR149C
LAS2,YOR149C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML23,YOR150W
YML23,YOR150W
DNA-DIRECTED RNA POLYMERASE II CORE SUBUNIT RPB2,YOR151C
B150,YOR151C
SOH2,YOR151C
SIT2,YOR151C
RPO22,YOR151C
RPB150,YOR151C
ATP-BINDING CASSETTE MULTIDRUG TRANSPORTER PDR5,YOR153W
YDR1,"YDR397C,YOR153W"
LEM1,YOR153W
IMP 5'-NUCLEOTIDASE,YOR155C
SUMO LIGASE NFI1,YOR156C
SIZ2,YOR156C
PROTEASOME CORE PARTICLE SUBUNIT BETA 2,YOR157C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN PET123,YOR158W
MRNA SPLICING PROTEIN SME1,YOR159C
SM E,YOR159C
SME,YOR159C
KAP111,YOR160W
PDR2,YOR162C
POLYPHOSPHATASE DDP1,YOR163W
ENV8,YOR164C
DYNAMIN-LIKE GTPASE SEY1,YOR165W
MRNA-PROCESSING ENDORIBONUCLEASE,YOR166C
RIBOSOMAL 40S SUBUNIT PROTEIN S28A,YOR167C
S33A,YOR167C
S28A,"YGR118W,YOR167C"
RPS33A,YOR167C
GLUTAMINE--TRNA LIGASE,YOR168W
SPHINGANINE KINASE LCB4,YOR171C
LYSOPHOSPHOLIPID ACYLTRANSFERASE,YOR175C
LCA1,YOR175C
LPT1,YOR175C
SLC4,YOR175C
FERROCHELATASE HEM15,YOR176W
PROTEIN PHOSPHATASE REGULATOR GAC1,YOR178C
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT SYC1,YOR179C
PUTATIVE DODECENOYL-COA ISOMERASE DCI1,YOR180C
ECI2,YOR180C
ACTIN-BINDING PROTEIN LAS17,YOR181W
BEE1,YOR181W
RIBOSOMAL 40S SUBUNIT PROTEIN S30B,YOR182C
S30B,YOR182C
O-PHOSPHO-L-SERINE:2-OXOGLUTARATE TRANSAMINASE,YOR184W
ADE9,YOR184W
RAN GTPASE GSP2,YOR185C
CNR2,YOR185C
TRANSLATION ELONGATION FACTOR TU,YOR187W
TUFM,YOR187W
SSG1,YOR190W
TRANSLOCASE ULS1,YOR191W
RIS1,YOR191W
TID4,YOR191W
